S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,
0.01972119721197212,0.027101271012710124,0.027921279212792124,0.023821238212382124,0.024641246412464124,0.024641246412464124,0.028741287412874128,0.7794587945879459,0.023001230012300124,0.02095120951209512,0.004665288188162316,0.0038898940294649783,0.0054406823468596535,0.004794520547945206,0.004923752907728095,0.0073791677436029985,0.004277591108813647,0.9510338588782632,0.0073791677436029985,0.006216076505556991,
